rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
40,"spotify:track:2TSYxcrcrtLpdbsLY9NmzL","Simone Mendes","Me Ama Ou Me Larga - Ao Vivo","Universal Music Ltda.",3,36,24,"2571311"
41,"spotify:track:79Wou8NwYEFzTyDQudjENF","Diego & Victor Hugo","Desbloqueado - Ao Vivo","Sony Music Entertainment",17,59,52,"2516556"
42,"spotify:track:5BZsQlgw21vDOAjoqkNgKb","Justin Bieber","DAISIES","ILH Production Co. LLC / Def Jam Recordings",42,-1,1,"2497297"
43,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Sua Música Digital",5,38,37,"2471484"
44,"spotify:track:1VpOT1TfTivUmFjSGSRt1U","MC LUUKY, MC Jvila, DJ Dael","Olha pra Cara de Quem Te...","EDITORA E GRAVADORA A BASE RECORDS",21,44,18,"2462283"
45,"spotify:track:2gfn28JSINCJGLrUimmu0l","Jorge & Mateus","Cantada Boba - Ao Vivo","Som Livre",11,43,36,"2457519"
46,"spotify:track:2LzXPUzL9sgeRl9a5miHMA","tarisiix, fire hair, WenHard","OUTRA","NOISQTA",36,42,13,"2406812"
47,"spotify:track:4NjI4qbTN70oQZ8Alt9cdC","Kadu Martins, Henry Freitas, Nuzio Medeiros","Ritmo da Sanfoninha (Fomfomrom)","Kadu Martins",17,39,7,"2383432"
48,"spotify:track:7KTYk6K4TSK56iNecGe2R2","DJ Biel Divulga, DJ Dozabri, Mc Lekão","Fica De Quatão","TREM",45,47,9,"2362687"
49,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",30,40,14,"2329777"
50,"spotify:track:2Z1DmmPWD3Lm0dWAxMfjxG","MC Jvila, Mc Negão Original, DJ Dael, DJ Guh Mix","Pirocada Quente","Legenda Records",11,50,22,"2323989"
51,"spotify:track:1N19UVD4GRBFT6UrDaX6rk","Turma do Pagode, Grupo Menos É Mais","Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo)","Sony Music Entertainment",51,66,51,"2310154"
52,"spotify:track:4VNRWHoiKHZJIoQHPbmJIv","Felipe e Rodrigo","Gosta De Rua - Ao Vivo","Virgin Music Label And Artist Services (S&D)",1,51,67,"2291575"
53,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",17,54,65,"2285434"
54,"spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG","Henrique & Juliano","De Trás Pra Frente - Ao Vivo","Virgin Music Label And Artist Services (S&D)",17,49,144,"2263468"
55,"spotify:track:0RkL3poajWMDLB7Q90cpjr","Lipinho Oficial, Vinicin, Surfista, Ryuchi, Ian Durso, JVMVO","Veterano","Lipinho Oficial",55,56,4,"2241155"
56,"spotify:track:4jUZymsR3lkia9wkP0o9cX","DJ TOPO, Mc Livinho","MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1","DJ TOPO",6,45,41,"2204787"
57,"spotify:track:3wBaigHNAAsg2MnXIfNRSu","Diego & Victor Hugo, Lauana Prado","Camisola e Fio - Ao Vivo","Sony Music Entertainment",41,41,5,"2164808"
58,"spotify:track:0pGsxpkJC9IwK93fmqEYXn","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",48,61,22,"2154942"
59,"spotify:track:4dGx53NJZJyuuLP5ownH1p","Wesley Safadão, Natanzinho Lima","Mentira Estampada","Wesley Safadao",11,53,43,"2148583"
60,"spotify:track:4v6SAnzwEr7s2m0gFQnJFJ","Diego & Victor Hugo","Áudio - Ao Vivo em Brasília","Sony Music Entertainment",27,46,73,"2107435"
61,"spotify:track:7McCAKExE8KsI2q4Y8wx4U","Murilo Huff, Marília Mendonça","Dois Enganados","M Show",49,67,153,"2074736"
62,"spotify:track:4Nj2zoYULwyYnJTU3AZf6B","Diego & Victor Hugo","Dama do Baralho - Ao Vivo","Sony Music Entertainment",39,82,16,"2058598"
63,"spotify:track:2De1EHbIhepIVLHZ16bySE","Veigh, Supernova Ent","Talvez você precise de mim","Supernova Entertainment",34,55,3,"2033076"
64,"spotify:track:4MF0VMffyxHsy3GZwwUnAs","Matuê","A Morte do Autotune","30PRAUM",52,69,67,"2007593"
65,"spotify:track:7l9Tq5phzkLnhWUyfp702G","Kaique e Felipe, Luan Pereira","Saveiro","Sony Music Entertainment",1,58,51,"2001529"
66,"spotify:track:2OMkXPz6pHdKJSkzxG0MwZ","Kew, Dj LK da Escócia","Descer","Legenda Records",3,57,21,"1994765"
67,"spotify:track:3tA0vALUwrzkTgHcm9j6oJ","Zé Neto & Cristiano","Notificação Preferida - Ao Vivo","Som Livre",2,90,124,"1970943"
68,"spotify:track:4HQByPPgZOGbzvgJFZX61K","Diego & Victor Hugo, Henrique & Juliano","O Alvo (feat. Henrique & Juliano) - Ao Vivo","Sony Music Entertainment",12,68,83,"1970603"
69,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,79,125,"1967463"
70,"spotify:track:4PiA2gsPjf5jD1zlv1DeyH","Gustavo Mioto, Grupo Menos É Mais","Nada Com Nada - Ao Vivo","Universal Music Ltda.",15,76,32,"1961895"
71,"spotify:track:1jweGFaVZxEVrOHKsLpPY4","Grupo Menos É Mais","Adorei","Som Livre",71,106,39,"1957639"
72,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",5,60,48,"1945165"
73,"spotify:track:7IshvjrfrpOwE1YloaYqbB","Guilherme & Benuto","Filho da Mãe - Ao Vivo","Sony Music Entertainment",36,65,15,"1928134"
74,"spotify:track:5asabafNzfAzjUecDvuNES","Henrique & Juliano","Aquela Pessoa - Ao Vivo","Virgin Music Label And Artist Services (S&D)",34,77,181,"1915523"
75,"spotify:track:094IjHeVUviN4aBnSXYsuj","Nakama, Mc Staff, ΣP","DIA DELÍCIA","Nakama",73,73,5,"1913387"
76,"spotify:track:6ukVCqH77f6cwRHyJBhGgy","Israel & Rodolffo","Arruma Um Bão","Som Livre",13,71,41,"1909275"
77,"spotify:track:6XXqPj8USz1oebSmMPCBLC","DJ Gouveia, DJ Dozabri, Mc Rodrigo do CN","Tipo Nino Abravanel","Mandela Music",31,70,19,"1896993"
78,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",10,105,100,"1877365"
79,"spotify:track:0lTCXzpd3WL5FsPsrO2W4W","Israel & Rodolffo","Não, Mas Quase - Ao Vivo","Som Livre",46,72,14,"1864714"
80,"spotify:track:5AoOD6SAzOOE6jwxvRIBPq","Nego Trufa, Dj TC, DJ Japa NK","Baile do Panta","GRINGOS WORLD PRODUTORA",8,64,14,"1862947"
81,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",81,103,39,"1859685"
82,"spotify:track:17xyLNjsAkAbMRzZl8eOJX","Kew, Mc Livinho, Dj LK da Escócia","Rebolando","GR6 Music",25,85,9,"1806578"
83,"spotify:track:3eHeTsX6W9iIEfn8l2xrWO","Henrique & Juliano","Meu Amor - Ao Vivo","Virgin Music Label And Artist Services (S&D)",65,94,125,"1804366"
84,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",72,87,80,"1793951"
85,"spotify:track:0vYrfm0eUQyi6fWbYnBiDc","DJ NATAN 22, Mc Rodrigo do CN","Meu Carro nao tem Porta Luva - Remastered 2024","DJ Natan 22",21,84,28,"1783986"
86,"spotify:track:3cwVKjzKSTfvacYJF6Tkub","Léo Foguete","Última Noite - Solo","Sua Música Digital",5,80,40,"1780807"
87,"spotify:track:7pkpWcko6KEZANj0xKsCsu","Matheus & Kauan","Cronômetro - Ao Vivo","Universal Music Ltda.",15,100,54,"1769802"
